IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,BookingChanges,Agent,Company,DaysInWaitingList,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Corporate,Direct,TA/TO,Deposit,RoomTypeDifference,Contract,Group,Transient,Transient-Party
0,109,2017,April,17,25,0,2,2,0,0,1,0,0,0,3,1,0,0,90.0,0,0,0,0,1,0,1,0,0,0,1
1,41,2015,August,35,26,0,4,2,0,0,1,0,0,0,0,1,0,0,173.5,0,3,0,0,1,0,0,0,0,1,0
1,31,2017,July,28,13,0,2,1,0,0,1,0,0,0,0,1,0,0,200.0,0,1,0,0,1,0,0,0,0,1,0
0,120,2017,May,19,10,0,1,2,0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,1,0,0,0,0,1,0
1,301,2016,July,27,1,2,7,2,0,0,1,0,0,0,0,1,0,0,108.0,0,2,0,0,1,0,0,0,0,1,0
0,7,2016,December,49,1,0,2,2,0,0,1,0,0,0,0,1,0,0,63.0,0,2,0,0,1,0,0,0,0,0,1
0,65,2016,May,23,30,1,1,2,0,0,1,0,0,0,0,1,0,0,95.0,0,0,0,0,1,0,0,0,0,1,0
0,0,2017,July,30,25,0,1,2,0,0,1,1,0,0,1,0,0,0,189.0,1,0,0,1,0,0,0,0,0,1,0
0,170,2017,July,27,4,0,5,2,0,0,1,0,0,0,0,1,0,0,84.7,0,0,0,0,1,0,0,0,0,1,0
0,2,2017,January,1,3,0,2,2,0,0,1,0,0,0,0,1,0,0,74.0,1,1,0,0,1,0,0,0,0,1,0
1,63,2015,July,27,3,0,2,2,0,0,1,0,0,0,0,1,0,0,82.0,0,2,0,0,1,0,0,0,0,1,0
1,10,2017,April,14,3,1,1,1,0,0,1,0,0,0,0,0,1,0,45.0,0,0,1,0,0,1,1,0,0,1,0
1,145,2016,September,37,8,0,3,2,0,0,1,0,0,0,0,1,0,0,139.0,0,2,0,0,1,0,0,0,0,1,0
1,292,2017,January,5,31,0,4,2,0,0,1,0,0,0,0,1,0,0,55.8,0,3,0,0,1,0,0,0,0,1,0
0,217,2016,May,21,17,2,5,2,0,0,1,0,0,0,0,1,0,0,56.96,0,0,0,0,1,0,0,0,0,1,0
1,92,2016,February,9,26,1,2,2,0,0,0,0,1,0,0,1,0,0,79.0,0,0,0,0,1,1,0,0,0,1,0
0,0,2015,October,41,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0
0,2,2016,October,44,26,0,1,1,0,0,1,0,0,2,0,1,0,0,72.0,0,0,0,0,1,0,0,0,0,1,0
0,73,2017,February,7,17,1,2,2,0,0,1,0,0,0,0,0,1,0,40.0,0,0,1,0,0,0,0,0,0,0,1
0,0,2017,May,19,11,0,1,1,0,0,1,0,0,0,0,1,0,0,75.4,1,0,0,0,1,0,0,0,0,1,0
0,152,2017,April,14,5,1,4,2,0,0,1,0,0,0,3,0,1,0,60.0,0,0,0,0,1,0,0,0,0,0,1
0,76,2016,May,23,30,2,5,2,0,0,1,0,0,0,0,1,0,0,109.45,1,1,0,0,1,0,0,0,0,1,0
1,259,2015,September,38,17,0,3,2,0,0,1,0,1,0,0,0,1,0,40.05,0,0,1,0,0,1,0,0,0,1,0
0,105,2016,May,19,6,0,0,2,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,0,0,0
0,0,2017,August,35,31,0,2,4,0,0,1,0,0,0,0,1,0,0,244.0,1,0,0,1,0,0,0,0,0,1,0
0,77,2017,May,22,28,2,1,2,0,0,1,0,0,0,0,1,0,0,147.0,0,0,0,0,1,0,0,0,0,1,0
1,2,2016,December,52,23,0,1,1,0,0,1,0,0,0,1,1,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0
0,155,2016,July,30,21,2,5,2,2,0,1,0,0,0,0,1,0,0,215.0,0,1,0,1,0,0,0,0,0,1,0
0,1,2016,May,20,14,1,1,2,0,0,1,0,0,0,0,1,0,0,115.0,1,0,0,0,1,0,0,0,0,1,0
0,191,2017,April,18,30,2,5,1,0,0,1,0,0,0,0,0,0,0,56.71,0,0,0,0,1,0,0,0,0,0,1
1,216,2016,June,27,27,3,6,1,0,0,1,1,1,0,0,1,0,0,67.0,0,1,0,0,1,0,0,0,0,1,0
0,0,2017,February,5,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0
0,13,2016,April,18,25,1,1,1,0,0,1,0,0,0,0,1,0,0,89.0,1,1,0,0,1,0,0,0,0,1,0
0,74,2015,August,33,9,1,0,2,0,0,1,0,0,0,0,1,0,0,134.0,1,0,0,0,1,0,1,0,0,1,0
0,0,2015,December,50,12,0,1,2,1,0,1,0,0,0,0,1,0,0,37.25,0,1,0,0,1,0,0,0,0,1,0
1,43,2016,September,37,9,0,2,1,0,0,1,0,0,0,0,1,0,0,150.0,0,0,0,0,1,0,0,0,0,1,0
1,340,2017,June,25,18,4,10,2,0,0,1,0,0,0,0,1,0,0,56.7,0,0,0,0,1,0,0,1,0,0,0
1,50,2016,August,35,22,3,6,1,0,0,1,0,0,0,0,1,0,0,200.67,0,1,0,0,1,0,0,0,0,1,0
1,1,2015,September,36,2,0,2,2,0,0,1,0,0,0,2,1,0,0,146.0,0,0,0,0,1,0,0,0,0,1,0
1,92,2016,February,9,26,1,2,2,0,0,0,0,1,0,0,1,0,0,79.0,0,0,0,0,1,1,0,0,0,1,0
0,19,2016,July,31,28,1,3,2,0,0,0,0,0,0,0,0,0,0,288.1,0,3,0,1,0,0,0,0,0,1,0
0,41,2016,March,10,1,0,5,1,0,0,1,0,0,0,0,0,0,0,66.0,0,0,0,1,0,0,0,0,0,0,1
0,21,2016,April,15,7,1,3,1,0,0,1,0,0,0,0,1,0,0,35.1,0,0,0,0,1,0,0,0,0,1,0
0,3,2017,July,28,13,2,3,2,2,0,1,0,0,0,0,1,0,0,271.0,1,0,0,0,1,0,0,0,0,1,0
0,28,2015,July,28,6,1,4,2,0,0,1,0,0,0,0,1,0,0,123.0,0,0,0,0,1,0,0,0,0,1,0
1,121,2015,December,49,4,0,1,2,0,0,1,0,0,0,0,1,0,0,50.4,0,2,0,0,1,0,0,0,0,1,0
0,229,2016,September,36,3,2,5,2,0,0,1,0,0,0,1,1,0,0,79.9,0,0,0,0,1,0,1,1,0,0,0
1,40,2015,November,46,11,0,4,1,0,0,1,0,0,0,0,1,0,0,40.0,0,0,1,0,0,0,0,0,0,0,1
0,32,2016,August,36,30,0,1,3,1,0,1,0,0,0,0,1,0,0,274.0,2,1,0,0,1,0,0,0,0,1,0
0,179,2017,August,31,3,2,5,2,0,0,1,0,0,0,1,1,0,0,212.29,0,2,0,0,1,0,0,0,0,1,0
0,122,2015,October,43,22,1,3,1,0,0,1,0,0,0,0,1,0,0,36.0,0,2,0,0,1,0,1,0,0,1,0
0,6,2017,June,25,23,0,2,2,0,0,1,0,0,0,0,1,0,0,172.0,0,1,0,0,1,0,1,0,0,1,0
0,326,2017,June,25,23,3,7,2,0,0,1,0,0,0,1,1,0,0,102.2,0,2,0,0,1,0,0,1,0,0,0
1,143,2016,April,18,24,2,2,2,0,0,1,0,0,0,0,1,0,0,84.0,0,0,0,0,1,1,0,0,0,1,0
1,78,2017,April,16,21,2,2,2,0,0,1,0,0,0,0,1,0,0,99.5,0,1,0,0,1,0,0,0,0,1,0
0,57,2016,October,43,16,2,3,2,0,0,1,0,0,0,0,1,0,0,68.0,0,2,0,0,1,0,0,0,0,1,0
0,54,2016,November,49,27,2,3,2,0,0,1,0,0,0,0,1,0,0,55.8,0,2,0,0,1,0,0,0,0,1,0
0,0,2015,October,44,27,0,1,1,0,0,1,0,0,0,0,1,0,0,31.2,0,0,0,0,1,0,0,0,0,1,0
0,10,2016,July,31,25,1,3,2,0,0,1,0,0,0,0,1,0,0,209.0,0,0,0,0,1,0,1,0,0,1,0
0,388,2017,May,21,25,0,3,2,0,0,1,0,0,0,0,1,0,0,72.0,0,0,0,0,1,0,0,0,0,0,1
0,125,2017,August,31,1,0,1,2,0,0,1,0,0,0,0,1,0,0,224.8,1,1,0,0,1,0,0,0,0,1,0
0,109,2017,February,6,6,1,3,1,0,0,1,0,0,0,1,1,0,0,47.8,0,2,0,1,0,0,1,0,0,1,0
0,43,2017,January,1,5,0,1,2,0,0,1,0,0,0,0,1,0,0,59.66,1,1,0,0,1,0,0,0,0,1,0
0,0,2016,April,14,2,0,1,2,0,0,1,0,0,0,0,0,0,0,91.0,1,1,0,1,0,0,1,0,0,1,0
0,196,2016,July,30,19,2,9,2,0,0,1,0,0,0,0,1,0,0,194.73,1,1,0,0,1,0,0,0,0,1,0
0,37,2015,July,28,10,1,2,2,0,0,1,0,0,0,0,1,0,0,120.0,0,1,0,0,1,0,0,0,0,1,0
0,10,2015,July,30,24,0,2,2,0,0,1,0,0,0,1,1,0,0,164.0,0,0,0,1,0,0,1,0,0,1,0
1,1,2017,February,8,21,0,5,2,0,0,1,0,0,0,0,0,0,0,42.0,0,0,0,1,0,0,0,0,0,0,1
0,7,2016,June,25,13,1,2,1,0,0,1,0,0,0,0,0,1,0,75.0,0,0,1,0,0,0,1,0,0,1,0
0,0,2016,January,3,16,0,1,2,0,0,1,0,0,0,0,0,0,0,44.0,0,0,0,1,0,0,1,0,0,1,0
1,211,2015,August,35,27,0,3,2,0,0,1,0,1,0,0,1,0,0,134.0,0,0,0,0,1,0,0,0,0,1,0
1,28,2016,July,30,20,0,2,1,0,0,1,0,2,8,0,0,1,0,89.0,0,0,1,0,0,0,1,0,0,1,0
0,204,2017,June,24,13,0,3,2,0,0,1,0,0,0,0,1,0,0,167.0,1,2,0,0,1,0,0,0,0,1,0
1,181,2017,March,9,1,6,19,2,0,0,1,0,0,0,0,1,0,0,58.6,0,0,0,0,1,0,0,0,0,0,1
1,48,2015,July,31,27,1,1,2,0,0,1,0,0,0,0,1,0,0,167.0,0,1,0,0,1,0,0,0,0,1,0
0,115,2015,July,27,4,2,5,2,0,0,1,0,0,0,0,1,0,0,58.95,0,1,0,0,1,0,0,0,0,1,0
0,185,2017,August,35,27,2,2,2,0,0,1,0,0,0,0,1,0,0,116.5,0,2,0,0,1,0,0,0,0,1,0
0,0,2016,January,4,18,0,0,2,0,0,1,1,0,0,0,1,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0
0,159,2016,June,24,5,2,5,2,0,0,1,0,0,0,0,1,0,0,81.85,0,0,0,0,1,0,0,1,0,0,0
0,47,2016,October,43,18,0,1,2,0,0,1,0,0,0,0,1,0,0,72.0,0,0,0,0,1,0,0,0,0,0,1
0,2,2016,October,44,29,0,1,2,0,0,1,0,0,0,0,0,0,0,44.0,1,0,0,1,0,0,0,0,0,1,0
0,256,2016,June,25,18,2,5,2,0,0,1,0,0,0,0,1,0,0,75.65,0,2,0,0,1,0,0,1,0,0,0
0,26,2017,February,7,17,0,2,2,0,0,1,0,0,0,1,1,0,0,80.0,0,2,0,0,1,0,0,0,0,1,0
1,101,2016,May,22,26,0,3,2,0,0,1,0,0,0,0,1,0,0,58.0,0,1,0,0,1,0,0,0,0,1,0
0,4,2017,August,32,7,1,0,2,0,0,1,0,0,0,0,1,0,0,225.0,0,1,0,1,0,0,0,0,1,0,0
1,275,2015,October,41,4,2,0,2,0,0,1,0,26,0,0,1,0,0,50.0,0,0,0,0,1,1,0,0,0,1,0
0,46,2017,April,17,29,2,2,2,0,0,1,0,0,0,0,1,0,0,68.0,0,1,0,0,1,0,0,0,0,1,0
0,130,2017,May,22,28,2,5,2,0,0,1,0,0,0,0,1,0,0,70.4,0,0,0,0,1,0,0,1,0,0,0
0,0,2017,July,30,27,0,2,2,0,0,1,0,0,0,0,1,0,0,175.0,0,1,0,0,1,0,1,0,0,0,1
0,165,2015,December,53,30,0,4,2,0,0,0,0,0,0,0,1,0,122,136.5,0,0,0,0,1,0,1,0,0,0,1
1,25,2017,January,1,1,4,10,1,0,0,1,0,0,0,0,1,0,0,41.4,0,0,0,0,1,0,0,0,0,1,0
0,3,2016,August,33,8,1,0,2,0,0,1,0,0,0,0,1,0,0,236.0,0,1,0,0,1,0,0,0,0,1,0
0,61,2015,October,44,29,0,1,2,0,0,1,0,0,0,0,1,0,0,46.0,0,1,0,0,1,0,0,0,0,1,0
0,12,2016,October,43,17,1,0,2,0,0,1,0,0,0,0,1,0,0,71.0,1,2,0,0,1,0,0,0,0,1,0
0,383,2016,October,41,6,0,3,2,0,0,1,0,0,0,0,1,0,0,48.0,0,0,0,0,1,0,1,0,0,0,1
0,388,2017,May,21,25,0,3,2,0,0,1,0,0,0,0,1,0,0,73.33,0,0,0,0,1,0,0,0,0,0,1
0,63,2016,August,36,30,0,1,2,0,0,1,0,0,0,0,1,0,0,112.0,0,2,0,0,1,0,1,0,0,0,1
0,119,2016,May,21,18,2,5,2,0,0,1,0,0,0,0,1,0,0,41.75,0,0,0,0,1,0,0,0,0,1,0
1,105,2017,April,18,30,2,5,2,2,0,1,0,0,0,0,1,0,0,155.0,0,0,0,0,1,0,0,0,0,1,0
1,153,2017,August,32,8,0,1,2,0,0,1,0,0,0,0,1,0,0,220.0,0,1,0,0,1,0,0,0,0,1,0
1,198,2017,July,30,27,2,5,2,0,0,1,0,0,0,0,1,0,0,222.0,0,2,0,0,1,0,0,0,0,1,0
0,0,2017,February,7,13,0,0,2,0,0,0,1,0,0,1,1,0,0,0.0,1,0,0,1,0,0,1,0,0,1,0
0,126,2015,August,32,8,2,5,2,0,1,1,0,0,0,0,1,0,0,133.0,1,2,0,0,1,0,0,0,0,1,0
0,8,2015,December,49,2,0,1,1,0,0,1,0,0,0,0,1,0,0,26.0,1,0,0,0,1,0,1,0,0,1,0
1,290,2016,August,33,7,2,1,2,0,0,1,0,0,0,0,1,0,0,157.5,0,2,0,0,1,0,0,0,0,1,0
1,191,2016,April,17,22,1,2,2,0,0,1,0,0,0,1,0,0,0,92.0,0,0,0,0,1,0,0,0,0,0,1
0,286,2017,May,20,18,1,3,2,0,0,1,0,0,0,2,1,0,0,78.95,0,1,0,0,1,0,1,1,0,0,0
1,40,2015,November,46,11,0,4,1,0,0,1,0,0,0,0,1,0,0,40.0,0,0,1,0,0,0,0,0,0,0,1
0,153,2016,March,13,22,2,6,2,0,0,1,0,0,0,0,1,0,0,54.9,0,1,0,0,1,0,0,0,0,1,0
0,10,2017,February,6,6,1,0,1,0,0,1,1,1,5,0,0,1,0,35.0,0,0,1,0,0,0,1,0,0,1,0
0,43,2016,January,5,28,0,3,2,2,0,1,0,0,0,2,1,0,0,56.0,0,0,0,1,0,0,0,0,0,1,0
1,312,2017,March,10,5,2,5,2,0,0,1,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0,0,0,0,0,1
0,191,2016,July,28,7,2,5,3,0,0,1,0,0,0,0,1,0,0,80.03,0,0,0,0,1,0,0,1,0,0,0
1,71,2015,August,34,21,2,7,2,0,0,1,0,0,0,0,1,0,0,118.7,0,0,0,0,1,0,0,0,0,1,0
0,14,2017,July,30,27,1,3,2,0,0,1,0,0,0,0,1,0,0,165.0,0,0,0,0,1,0,0,1,0,0,0
0,202,2017,May,18,4,0,1,2,0,0,1,0,0,0,0,1,0,0,62.0,0,1,0,0,1,0,0,0,0,0,1
0,79,2017,May,19,8,1,3,2,0,0,1,0,0,0,0,1,0,0,95.48,0,0,0,0,1,0,0,0,0,1,0
0,1,2015,July,27,1,0,1,1,0,0,1,1,0,4,0,0,1,0,134.0,0,0,1,0,0,0,1,0,0,1,0
1,53,2017,February,9,27,1,1,2,0,0,1,0,0,0,0,1,0,0,54.0,0,0,0,1,0,0,0,0,0,1,0
0,0,2017,May,19,11,0,1,2,0,0,1,0,0,0,0,1,0,0,80.0,0,0,0,1,0,0,1,0,0,1,0
0,0,2016,May,23,31,0,2,1,0,0,1,1,1,17,0,1,0,0,57.0,0,0,1,0,0,0,0,0,0,1,0
0,16,2015,November,47,19,1,3,2,2,0,1,0,0,0,0,1,0,0,98.0,1,0,0,0,1,0,0,0,0,1,0
1,77,2017,February,6,10,2,2,2,0,0,1,0,0,0,0,1,0,0,46.5,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,January,5,26,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,1,0
0,174,2015,September,39,24,2,5,2,0,0,1,0,0,0,0,1,0,0,58.23,0,0,0,0,1,0,0,1,0,0,0
0,1,2017,June,22,1,1,3,2,0,0,1,0,0,0,0,1,0,0,120.0,0,1,0,0,1,0,0,0,0,0,1
0,1,2017,April,18,30,2,0,2,2,0,1,0,0,0,0,1,0,0,162.0,1,0,0,0,1,0,0,0,0,1,0
1,64,2015,October,43,22,1,3,2,0,0,1,0,0,0,0,1,0,0,50.4,0,2,0,0,1,0,0,0,0,1,0
0,188,2017,June,24,11,2,2,2,0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,1,0,0,0,0,1,0
0,12,2016,April,18,27,0,3,2,0,0,0,0,0,0,1,1,0,0,85.33,0,0,0,1,0,0,0,0,0,0,1
0,19,2016,September,37,9,0,2,2,0,0,1,0,0,0,0,1,0,0,168.0,0,0,0,0,1,0,0,0,0,1,0
0,289,2015,November,47,20,1,2,2,0,0,1,0,0,0,0,1,0,0,57.0,0,0,0,0,1,0,0,0,0,0,1
0,115,2016,November,47,17,1,3,2,0,0,1,0,0,0,0,0,0,0,34.0,0,0,0,1,0,0,0,0,0,0,1
0,318,2017,June,25,24,2,5,2,0,0,1,0,0,0,0,1,0,0,103.7,0,0,0,0,1,0,0,0,0,1,0
0,0,2017,February,7,14,0,1,2,0,0,1,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,0,0,0,1,0
0,1,2016,April,15,7,0,1,1,0,0,1,0,0,0,0,1,0,0,56.0,0,1,0,0,1,0,1,0,0,1,0
1,90,2017,January,2,14,2,1,2,0,0,1,0,0,0,0,1,0,0,29.11,0,1,0,0,1,0,0,0,0,1,0
0,83,2016,July,31,25,3,5,3,0,0,1,0,0,0,3,1,0,0,179.0,0,0,1,0,0,0,1,0,0,0,1
1,191,2016,July,29,15,4,8,2,0,0,1,0,0,0,0,1,0,0,142.88,0,2,0,0,1,0,0,0,0,1,0
0,3,2017,July,28,10,1,0,1,0,0,1,0,0,0,0,1,0,0,97.0,0,1,0,0,1,0,0,0,0,0,1
0,15,2015,November,47,21,2,5,2,0,0,1,0,0,0,0,1,0,0,49.4,0,0,0,0,1,0,0,0,0,1,0
0,161,2016,June,25,17,2,4,2,0,0,1,0,0,0,0,1,0,0,72.0,0,2,0,0,1,0,0,0,0,1,0
1,269,2017,June,25,18,4,6,2,0,0,1,0,0,0,0,1,0,0,80.1,0,0,0,0,1,0,0,0,0,1,0
1,60,2016,December,51,17,2,3,2,0,0,1,0,0,0,0,1,0,0,48.0,0,2,0,0,1,0,0,0,0,1,0
0,0,2016,March,10,1,0,1,2,0,0,1,1,0,1,0,1,0,0,48.0,0,0,0,0,1,0,0,0,0,1,0
1,87,2016,April,18,29,2,5,2,0,0,1,0,0,0,0,1,0,0,58.0,0,0,0,0,1,1,0,0,0,1,0
1,131,2016,October,42,9,2,1,2,0,0,1,0,0,0,1,0,0,0,55.0,0,0,1,0,0,0,0,0,0,0,1
0,130,2017,July,28,9,2,0,2,0,0,1,0,0,0,0,1,0,0,140.0,0,1,0,0,1,0,0,0,0,0,1
0,1,2017,March,11,13,3,9,2,0,0,1,0,0,0,0,0,0,0,70.0,0,0,0,1,0,0,0,0,0,1,0
1,128,2016,December,52,22,4,8,2,0,0,1,0,0,0,0,1,0,0,57.23,0,1,0,0,1,0,0,0,0,1,0
1,241,2015,November,45,7,2,6,2,0,0,1,0,0,0,0,1,0,0,66.0,0,1,0,0,1,0,0,0,0,1,0
1,18,2016,July,28,8,0,2,2,0,0,1,0,0,0,0,1,0,0,159.0,0,0,0,0,1,0,0,0,0,1,0
0,3,2015,December,50,6,1,0,2,0,0,1,0,0,0,0,1,0,0,38.0,0,1,0,0,1,0,0,0,0,1,0
0,2,2015,December,51,15,0,1,2,0,0,1,0,0,0,1,1,0,0,48.0,0,1,0,0,1,0,1,0,0,1,0
0,5,2016,November,48,22,0,3,2,0,0,1,0,0,0,0,1,0,0,48.0,0,0,0,0,1,0,0,0,0,1,0
1,44,2016,July,31,29,0,2,2,0,0,1,0,0,0,0,1,0,0,211.0,0,0,0,0,1,0,0,0,0,1,0
0,10,2016,July,29,13,0,4,2,0,0,1,0,0,0,0,1,0,0,171.5,0,1,0,0,1,0,0,0,0,1,0
0,185,2016,August,36,29,2,5,2,0,0,1,0,0,0,0,1,0,0,103.31,0,1,0,0,1,0,0,0,0,1,0
0,254,2015,September,37,12,2,2,2,0,0,1,0,0,0,1,1,0,0,89.96,0,0,0,0,1,0,0,0,0,0,1
1,233,2016,September,36,3,2,5,3,0,0,1,0,0,0,1,1,0,0,66.6,0,1,0,0,1,0,1,0,0,1,0
1,318,2017,June,23,5,1,1,2,0,0,1,0,0,0,0,1,0,0,74.25,0,2,0,0,1,0,0,0,0,1,0
1,0,2017,January,2,11,0,1,2,0,0,1,0,0,0,0,1,0,0,48.0,0,1,0,0,1,0,1,0,0,1,0
0,55,2016,October,44,28,0,2,2,0,0,1,0,0,0,0,1,0,0,58.5,0,0,0,1,0,0,1,0,0,1,0
1,31,2015,August,35,27,2,3,2,0,0,1,0,0,0,0,1,0,0,191.0,0,2,0,0,1,0,0,0,0,1,0
0,18,2016,August,34,20,0,1,2,0,0,1,0,0,0,0,1,0,0,248.1,0,1,0,1,0,0,1,0,0,1,0
0,0,2016,March,11,12,0,1,2,0,0,1,0,0,0,0,1,0,0,58.0,1,0,0,0,1,0,0,0,0,1,0
0,7,2015,October,43,19,1,1,2,0,0,1,0,0,0,0,1,0,0,37.0,0,0,0,0,1,0,1,0,0,0,1
0,191,2016,April,17,22,1,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,1
0,9,2016,November,47,19,2,4,2,0,0,1,0,0,0,0,1,0,0,63.0,0,2,0,0,1,0,0,0,0,1,0
0,89,2016,February,9,25,1,3,2,0,0,1,0,0,0,0,1,0,0,46.4,0,1,0,0,1,0,0,0,0,1,0
0,92,2016,July,31,26,0,4,2,0,0,1,0,0,0,0,1,0,0,213.75,0,1,0,0,1,0,0,0,0,1,0
0,31,2016,March,12,19,2,3,2,0,0,1,0,0,0,0,1,0,0,81.0,1,0,0,1,0,0,0,0,0,1,0
1,124,2017,April,15,9,2,5,2,0,0,1,0,0,0,0,1,0,0,80.0,0,0,0,0,1,1,0,0,0,1,0
1,283,2017,March,12,19,1,0,2,0,0,1,0,0,0,0,1,0,0,63.3,0,0,0,1,0,0,0,0,0,1,0
0,385,2016,October,43,19,1,4,3,0,0,1,0,0,0,1,0,0,0,79.0,0,0,1,0,0,0,1,0,0,0,1
1,97,2016,June,25,14,0,4,1,0,0,1,0,0,0,0,1,0,0,112.0,0,0,0,0,1,0,0,0,0,1,0
1,24,2017,May,21,26,1,2,3,1,0,1,0,0,0,0,1,0,0,210.0,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,January,2,8,0,2,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0
0,2,2016,September,38,13,0,2,2,0,0,1,0,0,0,2,1,0,0,155.0,0,1,0,0,1,0,1,0,0,1,0
0,215,2016,June,26,19,4,7,2,0,0,1,0,0,0,0,1,0,0,64.9,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,May,23,30,1,0,2,0,0,1,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,0,0,0,1,0
0,8,2015,July,29,17,1,2,2,0,0,1,0,0,0,0,1,0,0,126.3,0,2,0,0,1,0,1,0,0,1,0
0,4,2016,October,43,16,2,0,2,0,0,1,0,0,0,0,1,0,0,47.55,0,1,0,0,1,0,0,0,0,1,0
1,104,2016,August,34,19,2,7,2,0,0,1,0,0,0,0,1,0,0,188.78,0,0,0,0,1,0,0,0,0,1,0
1,56,2017,February,7,16,0,3,1,0,0,1,0,0,0,0,1,0,0,43.0,0,1,0,0,1,0,0,0,0,1,0
0,0,2016,October,42,10,1,0,2,0,0,1,0,0,0,0,0,0,0,66.0,1,0,0,1,0,0,0,0,0,1,0
0,364,2016,October,42,12,1,4,2,0,0,1,0,0,0,3,0,1,0,66.0,0,0,1,0,0,0,0,0,0,0,1
1,97,2017,June,26,25,2,2,2,0,0,1,0,0,0,0,1,0,0,56.7,0,0,0,0,1,0,0,0,0,1,0
0,133,2016,November,48,20,2,5,2,0,0,1,0,0,0,0,1,0,0,67.24,0,2,0,0,1,0,1,0,0,0,1
0,32,2017,June,23,8,1,3,2,0,0,1,0,0,0,0,1,0,0,142.0,0,2,0,0,1,0,0,0,0,1,0
0,0,2015,November,45,6,0,1,2,0,0,1,0,0,0,0,0,0,0,56.0,0,0,0,1,0,0,0,0,0,1,0
0,30,2016,March,11,11,0,2,1,0,0,1,0,0,0,1,1,0,0,25.0,0,0,0,0,1,0,1,0,0,0,1
0,64,2016,August,33,13,2,5,2,0,0,1,0,0,0,0,1,0,0,241.0,0,0,0,0,1,0,0,0,0,1,0
1,28,2016,August,32,1,1,4,2,0,0,1,0,0,0,0,1,0,0,195.0,0,1,0,0,1,0,0,0,0,1,0
0,8,2015,July,29,12,2,4,2,1,0,1,0,0,0,0,1,0,0,169.0,1,2,0,0,1,0,0,0,0,1,0
0,322,2016,July,31,28,2,4,2,0,0,1,0,0,0,0,1,0,0,128.0,0,1,0,0,1,0,0,0,0,1,0
0,1,2016,December,51,16,0,2,2,0,1,1,0,0,0,1,0,1,0,81.0,1,2,1,0,0,0,0,0,0,1,0
0,48,2017,March,13,29,0,1,2,0,0,1,0,0,0,0,1,0,0,42.0,0,0,0,0,1,0,1,0,0,1,0
0,21,2016,December,49,3,1,1,2,0,0,1,0,0,0,0,1,0,0,75.0,0,2,0,0,1,0,0,0,0,1,0
1,140,2016,February,7,12,0,2,2,0,0,1,0,0,0,0,0,0,0,50.0,0,0,0,0,1,1,0,0,0,1,0
0,13,2015,August,36,30,2,0,1,0,0,1,0,0,0,0,1,0,0,97.8,0,0,0,0,1,0,0,0,0,1,0
1,171,2015,September,37,12,2,2,1,0,0,1,0,0,0,2,1,0,0,59.13,0,1,0,0,1,0,0,0,0,1,0
0,1,2017,February,6,6,1,0,2,0,0,1,0,0,0,0,0,0,0,87.0,1,1,0,1,0,0,0,0,0,0,1
0,129,2016,January,2,5,0,5,2,0,0,1,0,0,0,0,1,0,0,40.32,0,1,0,0,1,0,0,0,0,1,0
0,232,2016,September,36,2,2,5,2,0,0,1,0,0,0,0,1,0,0,90.8,0,0,0,0,1,0,0,0,0,1,0
1,64,2017,August,34,20,2,2,2,0,0,1,0,0,0,0,1,0,0,250.0,0,1,0,0,1,0,0,0,0,1,0
1,138,2016,April,18,25,1,2,2,0,0,1,0,0,0,0,0,0,0,65.0,0,0,0,0,1,1,0,0,0,1,0
0,22,2016,December,50,8,0,3,2,0,0,0,0,0,0,0,1,0,0,80.0,0,0,0,0,1,0,0,0,0,0,1
1,122,2015,November,47,20,0,2,2,0,0,1,0,0,0,0,1,0,0,32.4,0,2,0,0,1,0,0,0,0,1,0
0,9,2015,October,43,18,2,2,2,0,0,1,0,0,0,1,1,0,0,108.0,0,1,0,1,0,0,0,0,0,1,0
1,112,2016,February,7,12,0,2,2,0,0,1,0,0,0,0,1,0,0,68.0,0,0,0,0,1,0,0,0,0,0,1
