IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,BookingChanges,Agent,Company,DaysInWaitingList,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Corporate,Direct,GDS,TA/TO,Deposit,RoomTypeDifference,Contract,Group,Transient,Transient-Party
0,1,2015,August,34,19,0,1,1,0.0,0,1,0,0,0,0,1,0,0,65.0,0,0,1,0,0,0,0,0,0,0,1,0
0,154,2016,July,29,10,2,1,2,0.0,0,1,0,0,0,0,1,0,0,111.3,0,1,0,0,0,1,0,1,0,0,1,0
0,181,2016,July,28,8,0,1,2,0.0,0,0,0,0,0,0,1,0,0,85.5,0,1,0,0,0,1,0,0,0,0,1,0
1,259,2016,May,19,5,0,3,2,0.0,0,1,0,0,0,0,1,0,60,90.0,0,0,0,0,0,1,1,0,0,0,1,0
1,297,2015,August,33,10,1,1,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,0,1
0,4,2017,January,1,2,1,1,1,0.0,0,1,1,0,7,0,0,1,0,65.0,0,1,1,0,0,0,0,0,0,0,1,0
0,151,2016,January,4,19,0,4,1,0.0,0,1,0,0,0,4,1,0,63,71.0,0,0,0,0,0,1,0,0,0,0,0,1
1,48,2016,October,41,5,0,2,2,0.0,0,1,0,0,0,0,1,0,0,120.0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,2016,November,48,21,0,0,2,0.0,0,1,1,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0
0,43,2015,November,45,4,0,3,2,0.0,0,1,0,0,0,0,1,0,0,60.0,0,0,0,0,0,1,0,0,0,0,1,0
0,111,2016,June,25,17,2,2,2,0.0,0,1,0,0,0,0,1,0,0,129.65,0,1,0,0,0,1,0,0,0,0,0,1
0,99,2016,May,22,22,2,1,2,0.0,0,1,0,0,0,2,1,0,0,97.71,0,1,0,0,0,1,0,0,0,0,1,0
0,26,2015,September,38,15,2,6,2,0.0,0,1,0,0,0,0,1,0,0,56.25,0,1,0,0,0,1,0,1,0,0,1,0
1,313,2017,April,17,29,2,1,2,0.0,0,1,0,0,0,0,1,0,0,90.0,0,0,0,0,0,1,1,0,0,0,1,0
1,104,2017,May,20,15,1,2,1,0.0,0,1,0,0,0,0,0,0,0,160.0,0,0,0,0,0,1,1,0,0,0,1,0
0,48,2016,August,35,22,1,3,2,1.0,0,1,0,0,0,0,1,0,0,122.22,0,0,0,0,0,1,0,0,0,0,1,0
1,105,2017,May,20,19,0,2,1,0.0,0,1,0,0,0,0,0,0,0,160.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,2015,October,41,10,1,1,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
1,87,2017,April,15,15,2,2,2,0.0,0,1,0,0,0,0,1,0,0,95.0,0,0,0,0,0,1,1,0,0,0,1,0
0,21,2017,April,17,28,1,2,2,0.0,0,1,0,0,0,0,1,0,0,175.0,0,1,0,0,0,1,0,0,0,0,1,0
0,7,2015,September,37,8,0,3,1,0.0,0,1,0,0,0,0,1,0,0,95.0,0,0,0,1,0,0,0,0,0,0,1,0
0,32,2015,October,43,24,1,1,1,0.0,0,1,0,0,0,0,1,0,0,120.0,0,1,0,0,0,1,0,0,1,0,0,0
0,221,2015,October,41,10,2,1,2,0.0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,0,1,0,1,0,0,0,1
0,80,2015,October,41,9,0,2,2,0.0,0,1,0,0,0,0,1,0,50,136.0,0,0,0,0,0,1,0,1,0,0,0,1
0,0,2016,February,9,26,0,2,2,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
0,162,2016,August,34,15,1,3,2,0.0,0,1,0,0,0,0,1,0,0,105.83,0,1,0,0,0,1,0,0,0,0,0,1
0,108,2017,May,18,4,2,3,2,0.0,0,1,0,0,0,0,1,0,0,126.0,0,0,0,0,0,1,0,0,0,0,1,0
0,55,2016,July,28,7,0,1,1,0.0,0,1,0,0,0,0,0,1,0,79.0,0,0,1,0,0,0,0,0,0,0,0,1
0,163,2016,October,44,26,0,3,3,0.0,0,1,0,0,0,0,1,0,0,123.3,0,2,0,0,0,1,0,0,0,0,1,0
0,4,2017,February,8,19,2,1,1,1.0,0,0,0,0,0,1,1,0,0,88.0,0,1,0,0,0,1,0,0,0,0,1,0
0,2,2015,September,39,22,0,2,2,0.0,0,1,0,0,0,0,1,0,0,98.0,0,0,0,0,0,1,0,1,0,0,1,0
0,80,2015,December,53,31,0,1,2,0.0,0,1,0,0,0,0,1,0,0,122.4,1,1,0,0,0,1,0,0,1,0,0,0
1,245,2016,July,28,6,2,4,1,0.0,0,1,0,0,0,0,1,0,0,110.0,0,0,0,0,0,1,1,0,0,0,1,0
1,143,2017,May,18,4,0,3,2,0.0,0,1,0,0,0,0,1,0,0,100.0,0,0,0,0,0,1,1,0,0,0,1,0
0,3,2017,July,28,13,0,1,1,0.0,0,1,1,1,25,0,0,1,0,104.0,0,2,1,0,0,0,0,0,0,0,1,0
1,169,2017,June,23,8,0,3,2,0.0,0,1,0,0,0,0,1,0,0,170.0,0,0,0,0,0,1,1,0,0,0,1,0
1,87,2016,November,47,13,2,2,2,0.0,0,1,0,0,0,0,1,0,0,91.0,0,3,0,0,0,1,0,0,0,0,1,0
0,61,2015,October,41,4,2,0,2,0.0,0,1,0,0,0,0,1,0,0,91.0,0,0,0,0,0,1,0,0,0,0,0,1
1,36,2016,September,37,10,2,1,1,0.0,0,1,0,0,0,0,1,0,0,134.46,0,0,0,0,0,1,0,0,0,0,1,0
0,72,2016,September,39,21,0,3,2,0.0,0,1,0,0,0,0,1,0,0,95.0,0,0,0,0,0,1,0,0,0,0,1,0
0,153,2017,February,8,19,2,1,2,0.0,0,1,0,0,0,0,1,0,0,75.0,0,0,0,0,0,1,0,1,0,0,1,0
0,15,2017,August,33,19,2,3,2,0.0,0,1,0,0,0,0,1,0,0,139.2,0,1,0,0,0,1,0,0,0,0,1,0
1,19,2017,July,28,15,0,1,2,0.0,0,1,0,0,0,1,1,0,0,220.6,0,2,0,1,0,0,0,0,0,0,1,0
0,1,2016,November,49,30,0,1,1,0.0,0,1,0,0,0,1,1,0,0,93.0,0,0,0,1,0,0,0,0,0,0,1,0
0,7,2016,August,33,7,2,2,2,0.0,0,1,0,0,0,0,1,0,0,127.15,1,1,0,1,0,0,0,0,0,0,1,0
1,54,2017,January,3,18,0,3,2,0.0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,0,1,1,0,0,0,1,0
1,31,2016,January,3,16,0,1,2,0.0,0,1,0,0,0,0,1,0,0,78.3,0,0,0,0,0,1,0,0,0,0,1,0
0,47,2016,September,37,10,1,1,2,0.0,0,1,0,0,0,3,1,0,0,96.0,0,1,0,0,0,1,0,0,0,0,0,1
0,6,2016,February,7,7,2,2,3,0.0,0,1,0,0,0,0,1,0,0,90.2,0,1,0,0,0,1,0,1,0,0,1,0
1,44,2016,February,8,17,0,3,2,0.0,0,1,0,0,0,0,1,0,3,75.0,0,0,0,0,0,1,1,0,0,0,1,0
0,104,2017,March,12,19,2,5,2,0.0,0,1,0,0,0,0,1,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,1
1,323,2015,September,36,5,2,2,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
0,3,2017,February,7,17,0,2,2,0.0,0,0,0,0,0,0,1,0,0,99.0,0,1,0,0,0,1,0,0,0,0,1,0
1,115,2016,April,15,8,0,2,2,0.0,0,1,0,0,0,1,1,0,34,65.0,0,0,0,0,0,1,0,1,0,0,0,1
1,162,2016,December,53,26,2,5,2,1.0,0,1,0,0,0,0,1,0,0,158.56,0,0,0,0,0,1,0,0,0,0,1,0
0,133,2017,June,26,28,0,3,2,0.0,0,0,0,0,0,0,1,0,0,99.0,0,2,0,0,0,1,0,0,0,0,0,1
1,20,2017,June,22,2,2,3,2,0.0,0,1,0,0,0,0,1,0,0,170.0,0,1,0,0,0,1,0,0,0,0,1,0
0,57,2016,March,11,12,2,2,2,0.0,0,0,0,0,0,0,1,0,0,45.9,0,0,0,0,0,1,0,0,0,0,1,0
0,20,2017,August,32,10,1,3,2,0.0,0,1,0,0,0,0,1,0,0,180.0,0,2,0,0,0,1,0,0,0,0,1,0
1,153,2016,July,29,15,2,5,1,0.0,0,1,0,0,0,0,1,0,0,90.46,0,0,0,0,0,1,0,0,0,0,1,0
1,91,2016,March,12,18,0,2,1,0.0,0,1,0,0,0,0,1,0,20,75.0,0,0,0,0,0,1,1,0,0,0,1,0
1,29,2016,January,2,9,2,4,1,1.0,0,1,0,0,0,0,1,0,0,100.0,0,0,0,1,0,0,0,0,0,0,1,0
0,63,2016,April,18,29,1,2,3,0.0,0,1,0,0,0,0,1,0,0,159.3,0,0,0,0,0,1,0,1,0,0,0,1
0,286,2016,September,38,16,0,2,2,0.0,0,1,0,0,0,0,1,0,44,117.0,0,0,0,0,0,1,0,0,0,0,0,1
1,6,2016,June,25,14,0,1,1,0.0,0,1,0,0,0,0,1,0,0,85.5,0,0,0,0,0,1,0,0,0,0,1,0
1,66,2016,April,14,2,2,1,1,0.0,0,1,0,0,0,0,1,0,0,89.1,0,0,0,0,0,1,0,0,0,0,1,0
1,174,2017,June,22,1,0,3,2,0.0,0,1,0,0,0,0,1,0,0,110.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,2016,January,5,30,0,1,1,0.0,0,1,1,0,5,1,1,0,0,46.0,0,0,0,0,0,1,0,0,0,0,1,0
0,414,2017,July,28,13,0,2,1,0.0,0,1,0,0,0,1,1,0,0,91.5,0,0,0,0,0,1,0,0,0,0,0,1
0,1,2015,August,32,5,0,2,3,0.0,0,1,0,0,0,0,0,0,0,105.0,0,2,0,1,0,0,0,1,0,0,0,1
1,68,2016,June,27,30,0,2,2,0.0,0,1,0,0,0,0,1,0,0,131.4,0,1,0,0,0,1,0,0,0,0,1,0
1,148,2017,May,18,4,0,2,2,0.0,0,1,0,0,0,0,1,0,0,95.0,0,0,0,0,0,1,1,0,0,0,1,0
0,135,2015,December,49,5,2,1,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
0,30,2016,May,21,15,2,2,2,0.0,0,1,0,0,0,0,1,0,0,126.9,0,1,0,0,0,1,0,0,0,0,1,0
0,320,2016,August,34,18,0,2,2,0.0,0,1,0,0,0,0,1,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,1
1,224,2015,September,37,11,1,2,2,0.0,0,1,0,1,0,0,1,0,0,90.0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,2017,May,19,10,0,1,2,2.0,0,1,0,0,0,0,1,0,0,260.0,0,0,0,0,0,1,0,0,0,0,1,0
0,75,2017,April,17,25,0,4,2,0.0,0,1,0,0,0,0,0,0,0,108.0,0,1,0,1,0,0,0,0,0,0,1,0
0,8,2016,June,23,4,1,1,2,0.0,0,1,0,0,0,0,1,0,0,146.0,0,0,0,0,0,1,0,0,0,0,1,0
1,233,2015,September,38,18,0,1,2,0.0,0,1,0,1,0,0,1,0,0,120.0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,2016,October,42,13,0,2,2,0.0,0,1,0,0,0,1,1,0,0,102.6,0,4,0,1,0,0,0,0,0,0,1,0
1,28,2015,August,32,3,1,3,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
0,150,2017,August,31,2,0,1,2,2.0,0,1,0,0,0,1,1,0,0,244.0,0,0,0,0,0,1,0,0,0,0,0,1
0,83,2016,March,13,24,1,3,2,0.0,0,1,0,0,0,3,1,0,0,70.03,0,1,0,0,0,1,0,0,0,0,1,0
0,143,2017,January,4,26,0,3,2,0.0,0,1,0,0,0,1,1,0,0,79.2,0,2,0,0,0,1,0,0,0,0,1,0
0,67,2016,July,30,23,1,1,2,0.0,0,0,0,0,0,0,1,0,0,94.5,0,1,0,0,0,1,0,0,0,0,1,0
1,142,2016,October,43,21,2,7,3,0.0,0,1,0,0,0,0,1,0,0,187.0,0,0,0,0,0,1,0,0,0,0,1,0
0,31,2017,February,6,9,2,3,2,1.0,0,1,0,0,0,0,1,0,0,64.14,0,1,0,0,0,1,0,0,0,0,1,0
1,559,2017,January,3,19,0,2,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
1,277,2016,November,46,7,1,2,2,0.0,0,1,0,0,0,0,0,0,0,100.0,0,0,0,0,0,1,1,0,0,0,1,0
1,433,2016,September,38,15,0,1,1,0.0,0,1,0,0,0,0,1,0,0,59.0,0,0,0,0,0,1,1,0,0,0,1,0
0,145,2015,August,36,31,1,2,2,0.0,0,1,0,0,0,0,1,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,2017,August,33,14,1,0,2,0.0,0,1,0,0,0,2,0,0,0,180.0,0,0,0,1,0,0,0,1,0,0,1,0
1,8,2015,October,41,10,2,1,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
0,88,2016,March,14,31,2,6,2,0.0,0,0,0,0,0,0,1,0,0,72.25,0,1,0,0,0,1,0,0,0,0,1,0
1,61,2017,August,33,14,1,0,3,0.0,0,1,0,0,0,0,1,0,0,219.0,0,4,0,0,0,1,0,0,0,0,1,0
1,194,2017,April,16,21,2,3,2,0.0,0,1,0,0,0,0,1,0,0,117.0,0,2,0,0,0,1,0,0,0,0,1,0
0,14,2016,November,45,2,0,1,1,0.0,0,0,0,0,0,0,1,0,0,100.0,0,1,0,0,0,1,0,0,0,0,1,0
1,33,2017,March,12,20,1,3,2,0.0,0,0,0,0,0,0,1,0,0,74.8,0,0,0,0,0,1,0,0,0,0,1,0
1,167,2017,July,28,13,0,3,2,0.0,0,1,0,0,0,0,1,0,0,116.1,0,0,0,0,0,1,0,0,0,0,1,0
1,405,2017,July,27,4,0,2,2,0.0,0,1,0,0,0,0,1,0,0,80.0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2017,January,1,4,0,1,2,0.0,0,0,0,0,0,0,1,0,0,88.0,0,1,0,0,0,1,0,0,0,0,1,0
0,7,2016,May,21,18,0,1,1,0.0,0,1,0,0,0,0,0,0,0,150.45,0,0,0,1,0,0,0,0,0,0,1,0
0,13,2017,March,13,30,0,2,1,0.0,0,1,1,0,2,0,0,1,0,110.0,0,1,1,0,0,0,0,0,0,0,1,0
1,283,2015,July,31,27,1,1,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,1,0,0,0
0,125,2016,July,31,29,0,1,1,0.0,0,1,0,0,0,0,1,0,0,99.9,0,0,0,0,0,1,0,0,0,0,1,0
0,18,2015,September,40,27,1,0,1,0.0,0,1,0,0,0,2,1,0,0,170.0,0,0,0,0,0,1,0,0,0,0,0,1
0,33,2016,October,44,26,0,2,1,0.0,0,0,0,0,0,0,1,0,0,109.0,0,0,0,1,0,0,0,0,0,0,1,0
1,29,2017,April,17,29,1,1,2,0.0,0,0,0,0,0,0,1,0,0,115.0,0,2,0,0,0,1,0,0,0,0,1,0
0,4,2016,February,7,13,0,1,2,0.0,0,0,0,0,0,0,1,0,0,90.0,0,0,0,0,0,1,0,0,0,0,0,1
1,160,2017,July,31,31,3,6,3,0.0,0,1,0,0,0,0,0,0,0,132.5,0,0,0,1,0,0,0,0,0,0,0,1
1,110,2017,May,18,1,1,3,2,0.0,0,1,0,0,0,0,1,0,0,89.1,0,0,0,0,0,1,0,0,0,0,1,0
0,73,2016,December,52,20,2,5,2,0.0,0,1,0,0,0,0,1,0,0,88.29,0,1,0,0,0,1,0,0,0,0,1,0
1,23,2017,February,5,3,0,2,2,0.0,0,0,0,0,0,0,1,0,0,88.0,0,0,0,0,0,1,0,0,0,0,1,0
0,26,2016,January,5,27,1,4,2,0.0,0,0,0,0,0,0,1,0,0,60.0,0,1,0,0,0,1,0,0,0,0,1,0
0,51,2015,November,46,14,2,1,2,0.0,0,1,0,0,0,0,1,0,0,60.0,0,0,0,0,0,1,0,0,0,0,1,0
0,289,2017,August,34,26,2,1,2,0.0,0,1,0,0,0,0,1,0,0,107.1,0,2,0,0,0,1,0,0,0,0,0,1
1,24,2016,February,9,22,1,2,2,0.0,0,1,0,0,0,0,1,0,0,72.8,0,0,0,0,0,1,0,0,0,0,1,0
0,69,2017,May,19,13,2,1,2,1.0,0,1,0,0,0,1,1,0,0,222.0,0,2,0,0,0,1,0,1,0,0,1,0
0,24,2016,June,25,13,1,3,2,0.0,0,1,0,0,0,0,1,0,0,107.1,0,1,0,0,0,1,0,0,0,0,1,0
1,65,2017,June,23,5,1,4,2,0.0,0,0,0,0,0,0,1,0,0,126.0,0,0,0,0,0,1,0,0,0,0,1,0
0,10,2016,February,9,22,1,3,2,0.0,0,1,0,0,0,1,0,0,0,107.0,1,1,0,1,0,0,0,0,0,0,1,0
0,38,2016,December,53,27,0,4,2,0.0,0,0,0,0,0,0,1,0,0,95.2,0,0,0,0,0,1,0,0,0,0,1,0
0,396,2017,June,26,25,2,0,2,0.0,0,1,0,0,0,0,1,0,0,122.4,0,1,0,0,0,1,0,0,0,0,0,1
0,273,2015,July,29,17,0,2,2,0.0,0,1,0,0,0,0,1,0,0,109.0,0,0,0,0,0,1,0,0,0,0,0,1
0,157,2016,December,50,8,0,3,2,0.0,0,1,0,0,0,0,1,0,0,68.0,0,0,0,0,0,1,0,0,0,0,0,1
0,9,2015,November,48,25,2,5,2,0.0,1,1,0,0,0,1,1,0,0,89.81,0,3,0,1,0,0,0,1,0,0,1,0
0,3,2015,August,33,10,1,1,2,2.0,0,1,0,0,0,0,1,0,0,162.0,1,0,0,0,0,1,0,0,1,0,0,0
0,115,2017,July,29,17,1,1,2,0.0,0,0,0,0,0,0,1,0,0,71.1,0,1,0,0,0,1,0,0,0,0,1,0
0,115,2017,August,34,20,2,1,2,0.0,0,1,0,0,0,0,1,0,0,125.0,0,2,0,0,0,1,0,0,0,0,0,1
0,18,2017,March,11,13,1,3,2,0.0,0,1,0,0,0,0,1,0,0,104.55,0,0,0,0,0,1,0,0,0,0,1,0
1,43,2016,January,3,14,0,3,2,2.0,0,1,0,0,0,0,1,0,0,86.75,0,0,0,0,0,1,0,0,0,0,1,0
1,43,2016,January,3,14,0,3,2,2.0,0,1,0,0,0,0,1,0,0,86.75,0,0,0,0,0,1,0,0,0,0,1,0
1,405,2016,August,34,18,0,2,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
0,10,2015,September,37,8,0,4,2,0.0,0,1,0,0,0,0,1,0,0,105.0,0,2,0,0,0,1,0,0,0,0,1,0
0,0,2017,August,32,8,0,1,2,2.0,0,1,0,0,0,0,0,0,0,269.0,0,0,0,1,0,0,0,0,0,0,1,0
1,84,2017,May,19,12,0,2,1,0.0,0,1,0,0,0,0,1,0,0,153.0,0,0,0,0,0,1,0,0,0,0,1,0
0,233,2017,June,26,29,2,3,2,0.0,0,1,0,0,0,0,1,0,0,111.06,0,2,0,0,0,1,0,0,0,0,0,1
1,1,2016,February,10,28,2,1,1,0.0,0,1,0,0,0,0,1,0,0,60.0,0,0,0,0,0,1,0,0,0,0,0,1
0,132,2015,July,30,23,0,1,2,0.0,0,1,0,0,0,0,1,0,0,90.0,0,0,0,0,0,1,0,1,0,0,0,1
0,40,2016,November,48,20,2,2,2,0.0,0,0,0,0,0,0,1,0,0,57.6,0,1,0,0,0,1,0,0,0,0,1,0
0,49,2016,March,11,6,2,1,2,0.0,0,0,0,0,0,0,1,0,0,69.5,0,0,0,0,0,1,0,0,0,0,1,0
0,17,2017,February,8,19,2,3,2,0.0,0,1,0,0,0,0,1,0,0,177.31,0,0,0,0,0,1,0,1,0,0,1,0
1,100,2016,April,16,13,0,4,2,2.0,0,1,0,0,0,0,1,0,0,154.7,0,1,0,0,0,1,0,0,0,0,1,0
0,1,2016,January,1,2,2,1,2,0.0,0,1,0,0,0,0,1,0,0,97.0,0,1,0,1,0,0,0,0,0,0,1,0
0,47,2016,April,16,10,2,2,3,0.0,0,1,0,0,0,0,1,0,0,130.05,0,2,0,0,0,1,0,0,0,0,1,0
0,11,2016,August,35,24,0,3,4,0.0,0,1,0,0,0,0,1,0,0,227.15,0,1,0,0,0,1,0,0,0,0,1,0
1,1,2015,September,37,6,2,0,1,0.0,0,1,0,0,0,0,1,0,0,75.0,0,0,0,0,0,1,0,0,0,0,0,1
0,173,2017,June,25,22,1,3,2,0.0,0,1,0,0,0,4,1,0,0,140.0,0,0,0,1,0,0,0,0,0,0,1,0
1,45,2016,March,12,19,2,1,2,0.0,0,1,0,0,0,0,1,0,0,112.5,0,1,0,0,0,1,0,0,0,0,1,0
1,38,2016,February,7,13,2,1,2,0.0,0,0,0,0,0,0,1,0,0,67.5,0,0,0,0,0,1,0,0,0,0,1,0
0,2,2017,March,9,1,0,3,2,0.0,0,0,0,0,0,0,1,0,0,88.0,0,1,0,0,0,1,0,0,0,0,1,0
1,130,2016,April,16,13,0,4,2,0.0,0,1,0,1,0,0,1,0,10,100.0,0,0,0,0,0,1,1,0,0,0,1,0
0,45,2016,October,43,20,0,1,2,0.0,0,1,0,0,0,0,1,0,0,107.1,0,2,0,0,0,1,0,0,0,0,1,0
0,80,2016,December,52,20,2,5,1,1.0,0,1,0,0,0,0,1,0,0,88.29,0,1,0,0,0,1,0,0,0,0,1,0
0,109,2016,October,44,25,0,3,2,0.0,0,1,0,0,0,0,1,0,0,66.49,0,1,0,0,0,1,0,0,0,0,1,0
0,7,2016,May,19,5,0,3,2,0.0,0,1,0,0,0,0,1,0,0,144.0,0,0,0,0,0,1,0,0,0,0,0,1
0,19,2017,February,8,23,0,1,2,0.0,0,0,0,0,0,0,1,0,0,88.0,0,0,0,0,0,1,0,0,0,0,1,0
0,191,2017,July,27,8,2,2,2,2.0,0,1,0,0,0,0,1,0,0,152.28,0,0,0,0,0,1,0,0,0,0,1,0
1,185,2017,August,32,6,2,2,2,2.0,0,1,0,0,0,0,1,0,0,235.0,0,0,0,0,0,1,0,0,0,0,1,0
0,30,2017,April,17,29,2,1,2,0.0,0,0,0,0,0,0,1,0,0,126.33,0,2,0,0,0,1,0,0,0,0,0,1
1,285,2016,October,41,3,1,3,2,0.0,0,1,0,0,0,0,1,0,24,100.0,0,0,0,0,0,1,1,0,0,0,1,0
0,15,2017,June,22,2,0,1,2,0.0,0,1,1,4,13,0,0,1,0,0.0,0,3,0,1,0,0,0,0,0,0,1,0
0,85,2016,April,15,7,0,2,2,0.0,0,1,0,0,0,1,1,0,0,95.5,1,1,0,0,0,1,0,0,0,0,1,0
1,207,2017,August,33,13,2,5,3,0.0,0,1,0,0,0,0,1,0,0,199.16,0,3,0,0,0,1,0,0,0,0,1,0
0,160,2016,June,25,17,1,2,2,0.0,0,1,0,0,0,0,1,0,0,129.0,0,1,0,0,0,1,0,0,0,0,0,1
0,263,2017,June,25,23,2,2,1,0.0,0,1,0,0,0,1,1,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,1
0,24,2016,December,50,5,1,4,2,1.0,0,1,0,0,0,0,1,0,0,78.15,0,1,0,0,0,1,0,0,0,0,1,0
1,183,2017,July,30,28,0,1,2,1.0,0,1,0,0,0,0,1,0,0,148.5,0,1,0,0,0,1,0,0,0,0,1,0
1,208,2016,October,43,22,2,3,2,1.0,0,1,0,0,0,0,1,0,0,112.5,0,0,0,0,0,1,0,0,0,0,1,0
0,2,2016,June,23,2,0,3,2,0.0,0,1,0,0,0,0,0,1,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0
1,108,2016,March,12,18,0,2,2,0.0,0,1,0,1,0,0,1,0,0,80.0,0,0,0,0,0,1,1,0,0,0,1,0
0,8,2015,October,43,23,0,2,1,0.0,0,1,1,2,7,0,0,1,0,65.0,0,0,1,0,0,0,0,0,0,0,1,0
1,330,2016,June,23,2,0,2,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
0,57,2016,March,14,30,0,4,2,0.0,0,1,0,0,0,0,1,0,0,85.85,0,1,0,0,0,1,0,0,0,0,0,1
0,42,2017,January,2,12,0,2,1,0.0,0,1,0,0,0,0,1,0,0,88.0,0,0,0,1,0,0,0,0,0,0,1,0
0,213,2017,June,24,13,1,5,2,0.0,0,1,0,0,0,0,0,0,0,121.5,0,0,0,1,0,0,0,0,0,0,0,1
1,67,2016,November,48,23,0,4,2,0.0,0,1,0,0,0,0,1,0,0,88.4,0,2,0,0,0,1,0,0,0,0,1,0
1,123,2017,July,31,30,2,1,2,0.0,0,1,0,0,0,2,1,0,0,155.0,0,1,0,0,0,1,0,0,0,0,1,0
1,122,2017,July,28,9,2,0,2,1.0,0,1,0,0,0,0,1,0,0,144.0,0,0,0,0,0,1,0,0,0,0,1,0
0,217,2016,October,43,16,2,2,3,0.0,0,1,0,0,0,0,1,0,0,121.55,0,1,0,0,0,1,0,0,0,0,1,0
0,27,2017,March,10,5,2,3,2,0.0,0,0,0,0,0,0,1,0,0,74.8,0,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,March,10,1,0,1,2,0.0,0,1,0,0,0,0,1,0,0,101.0,0,0,0,0,0,1,0,0,0,0,1,0
0,116,2017,March,12,24,0,2,1,0.0,0,1,0,0,0,0,1,0,0,90.0,0,0,0,0,0,1,0,0,0,0,0,1
0,8,2016,November,45,3,1,3,2,0.0,0,1,0,0,0,0,1,0,0,127.5,0,3,0,0,0,1,0,0,0,0,1,0
0,316,2016,May,22,26,0,3,1,0.0,0,1,0,0,0,2,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1
0,189,2016,May,21,19,0,3,2,0.0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,0,1,0,0,0,0,1,0
1,33,2016,October,41,3,1,1,3,0.0,0,1,0,0,0,1,1,0,0,215.55,0,3,0,0,0,1,0,0,0,0,1,0
0,282,2016,June,24,9,0,3,2,0.0,0,1,0,0,0,0,1,0,48,73.33,0,1,0,0,0,1,0,0,0,0,0,1
0,23,2016,December,51,16,0,1,2,0.0,0,1,0,0,0,4,1,0,0,86.0,1,0,0,1,0,0,0,0,0,0,1,0
0,4,2016,July,27,1,0,1,1,0.0,0,1,1,0,3,1,0,1,0,103.0,1,1,1,0,0,0,0,0,0,0,1,0
0,26,2016,February,7,11,0,3,2,0.0,0,1,0,0,0,0,1,0,0,65.52,0,0,0,0,0,1,0,0,0,0,1,0
0,10,2015,September,36,3,0,3,2,0.0,0,1,0,0,0,0,1,0,0,117.67,0,1,0,0,0,1,0,0,1,0,0,0
1,52,2016,September,38,16,0,2,1,0.0,0,1,0,0,0,0,1,0,0,75.0,0,0,0,0,0,1,0,0,0,0,0,1
1,304,2016,November,45,3,0,3,2,0.0,0,1,0,0,0,0,1,0,0,89.0,0,0,0,0,0,1,1,0,0,0,1,0
1,72,2015,September,38,18,0,1,2,0.0,0,1,0,0,0,0,1,0,0,108.0,0,0,0,0,0,1,0,0,0,0,0,1
0,50,2017,February,8,20,1,4,2,2.0,0,1,0,0,0,0,1,0,0,149.6,0,1,0,0,0,1,0,0,0,0,1,0
0,63,2015,September,36,2,0,3,2,0.0,0,1,0,0,0,0,1,0,0,60.0,0,0,0,0,0,1,0,1,0,0,0,1
1,174,2016,September,37,7,0,1,2,0.0,0,1,0,0,0,0,1,0,0,126.9,0,2,0,0,0,1,0,0,0,0,1,0
